Version,Platform,Released,VirusTotal
[`6.26.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.26.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.26.0/repomatic-6.26.0-linux-x64.bin),2026-06-17,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/6c8f538917f3343c05e15e2c50fdf067e9be90f78b059f2309016076f8b94340)
[`6.26.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.26.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.26.0/repomatic-6.26.0-macos-arm64.bin),2026-06-17,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/7fe4599f6e6fa06f35e33e7e2d82b41462b18ab67b30af747b09ea3cd66a4b7c)
[`6.26.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.26.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.26.0/repomatic-6.26.0-macos-x64.bin),2026-06-17,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/8820c266365499cbe2c9623befe37cf879ee5479620fb85db8d8882aa331a0b2)
[`6.26.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.26.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.26.0/repomatic-6.26.0-windows-arm64.exe),2026-06-17,[{octicon}`shield;1em;sd-text-warning` 3.0%](https://www.virustotal.com/gui/file/2cef812a2231cec3af27ac3e879449db01c084759008298c4cb2aebbecfb3fce)
[`6.26.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.26.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.26.0/repomatic-6.26.0-windows-x64.exe),2026-06-17,[{octicon}`shield;1em;sd-text-danger` 26.9%](https://www.virustotal.com/gui/file/3dc0faacfe1b498450f0898537731790234d481dfe74e8a2d38225c21b383d95)
[`6.25.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.1),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.1/repomatic-6.25.1-linux-arm64.bin),2026-06-13,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/9cc3215e2df57837878f583a8203db39cd833671c9be546ae9bd466c1ec06f88)
[`6.25.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.1),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.1/repomatic-6.25.1-linux-x64.bin),2026-06-13,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/e0f9e322dc8f3cb8503d0effb4113d2bcf2efd5f0f1f2bf1ffdfa04a8505206a)
[`6.25.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.1),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.1/repomatic-6.25.1-macos-arm64.bin),2026-06-13,[{octicon}`shield;1em;sd-text-warning` 3.3%](https://www.virustotal.com/gui/file/01c000fabd48b0c879a3255bed53d007dc6b647b71dfda56fd56f60436a01302)
[`6.25.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.1),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.1/repomatic-6.25.1-macos-x64.bin),2026-06-13,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/0f2ce9f18045d309a5cbcbfc7cff976559b6661dc7c0d1eb827f6f521b75ab24)
[`6.25.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.1),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.1/repomatic-6.25.1-windows-arm64.exe),2026-06-13,[{octicon}`shield;1em;sd-text-warning` 3.2%](https://www.virustotal.com/gui/file/b1d7b6d287505e9e5c0a070a75ffbc06497c72b12742cd34df7b4e38f7ac7af3)
[`6.25.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.1),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.1/repomatic-6.25.1-windows-x64.exe),2026-06-13,[{octicon}`shield;1em;sd-text-danger` 25.7%](https://www.virustotal.com/gui/file/0acd3e495a5d617ce0fe40ef30b2e28a0a51007e815cfbda0f89f4e5f6b596a1)
[`6.25.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.0/repomatic-6.25.0-linux-arm64.bin),2026-06-13,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/6cfd654180a73b821bc638a3872cbc69c6c7adc2dd2c88a78130221a8f6f0182)
[`6.25.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.0/repomatic-6.25.0-linux-x64.bin),2026-06-13,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/24ea3ec87098e8f8f2ac1a84d471db790e410d2b2cf7ed61f160badd4d00138d)
[`6.25.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.0/repomatic-6.25.0-macos-arm64.bin),2026-06-13,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/f123700791b8557680a940f8cdd541d3fd622e9e3fe27aec7b40ad70ca361f28)
[`6.25.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.0/repomatic-6.25.0-macos-x64.bin),2026-06-13,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/aefc8b53cc8b8773ace9ba5e0f535241b8a975c72db9a12b1fc26dba1fc197b8)
[`6.25.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.0/repomatic-6.25.0-windows-arm64.exe),2026-06-13,[{octicon}`shield;1em;sd-text-warning` 2.9%](https://www.virustotal.com/gui/file/91d32c214c80b75bcae7da2c2be2f67206ecc26d3cb2aba2db7e4373a2e2d676)
[`6.25.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.25.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.25.0/repomatic-6.25.0-windows-x64.exe),2026-06-13,[{octicon}`shield;1em;sd-text-danger` 27.1%](https://www.virustotal.com/gui/file/23042a0d8f8a6493f127887e01cdc2aca708386d6c47c0be0e3f5e527df0555c)
[`6.24.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.24.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.24.0/repomatic-6.24.0-linux-arm64.bin),2026-05-28,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/25bf6f4141e9c0ddf92c20c676037a3ff90b04269234ec665bf3b99dd1274104)
[`6.24.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.24.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.24.0/repomatic-6.24.0-linux-x64.bin),2026-05-28,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/f4d3cb332cae0fafca3428cf114e32ce1da734c9ee7459b482e16a9aea1c981f)
[`6.24.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.24.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.24.0/repomatic-6.24.0-macos-arm64.bin),2026-05-28,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/d370c0439ab0a943de83bdce971461bc0786a0deb5c171c947113d733bb0b910)
[`6.24.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.24.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.24.0/repomatic-6.24.0-macos-x64.bin),2026-05-28,[{octicon}`shield;1em;sd-text-warning` 3.2%](https://www.virustotal.com/gui/file/bc13eaa9df5674005472fafa980349a347f61aa3a090c2ea2917bddf7218a380)
[`6.24.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.24.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.24.0/repomatic-6.24.0-windows-arm64.exe),2026-05-28,[{octicon}`shield;1em;sd-text-warning` 3.0%](https://www.virustotal.com/gui/file/debd274f9ea954d860414cb46fd43282de4ab918bbe57ab9602f67eff81ce8c4)
[`6.24.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.24.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.24.0/repomatic-6.24.0-windows-x64.exe),2026-05-28,[{octicon}`shield;1em;sd-text-warning` 1.4%](https://www.virustotal.com/gui/file/9bf874e322c6b5efb9265c2bc99227baed008a66097e2c5da360af4f5f1b1d00)
[`6.23.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.23.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.23.0/repomatic-6.23.0-linux-arm64.bin),2026-05-28,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/1af08fce885769aa7346b5f85587c6b888df0ecd873f3c30accb4bb76f386434)
[`6.23.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.23.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.23.0/repomatic-6.23.0-linux-x64.bin),2026-05-28,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/be790e0b385c0d677326768c17e547eb882140e0e35d9e87ef6e4ecc85809dd5)
[`6.23.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.23.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.23.0/repomatic-6.23.0-macos-arm64.bin),2026-05-28,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/a8e8e6cb4cd3f6aaff2d72c02558149e8e6a87de39386c57415e978572418c98)
[`6.23.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.23.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.23.0/repomatic-6.23.0-macos-x64.bin),2026-05-28,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/efba0adca480f05336c3d8a653c52989d8a52fb788123a859ac1dc431f36fed1)
[`6.23.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.23.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.23.0/repomatic-6.23.0-windows-arm64.exe),2026-05-28,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/f4e69997fe8b7dee0f4c81c07d9ccdaa36031df53e404e321b8dcbd7e3cc6635)
[`6.23.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.23.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.23.0/repomatic-6.23.0-windows-x64.exe),2026-05-28,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/caeeb34a4426fbb0079848425a9aa8d4e9d6d535740116139bf5fd2d107c42ec)
[`6.22.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.22.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.22.0/repomatic-6.22.0-linux-arm64.bin),2026-05-25,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/82719f645bdfc638a165147b5a4f85205b78994135c4ccb0f829089b79a07415)
[`6.22.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.22.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.22.0/repomatic-6.22.0-linux-x64.bin),2026-05-25,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/8726ffc310edd68040c262b7749d83dddab5ae536c0430dc9f3cff3fe314b6ef)
[`6.22.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.22.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.22.0/repomatic-6.22.0-macos-arm64.bin),2026-05-25,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/2573a8a4cf1efd28f7d02b4fb0e1094ad4c00575a076356526802c266d8e57fc)
[`6.22.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.22.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.22.0/repomatic-6.22.0-macos-x64.bin),2026-05-25,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/5e09ff9c0114d779233eaa481044e6642653cc8e9094e8076fa71aac1b31a706)
[`6.22.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.22.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.22.0/repomatic-6.22.0-windows-arm64.exe),2026-05-25,[{octicon}`shield;1em;sd-text-warning` 2.9%](https://www.virustotal.com/gui/file/506248183b16d5fa948cc72932180a8e4d4c672f2617418242ef2baa3d10221e)
[`6.22.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.22.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.22.0/repomatic-6.22.0-windows-x64.exe),2026-05-25,[{octicon}`shield;1em;sd-text-warning` 4.3%](https://www.virustotal.com/gui/file/454fc6feea725809ee420d0fe285b78ce793f326b6d25ae91e138fa5d71a7216)
[`6.21.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.21.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.21.0/repomatic-6.21.0-linux-arm64.bin),2026-05-25,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/d454548184f8182b505cc602a493df8db4c630a03bcbbebd853660a3fcc07dc5)
[`6.21.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.21.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.21.0/repomatic-6.21.0-linux-x64.bin),2026-05-25,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/1f9c2dd0d8622300559039386530f78c84b970f75020c6c91f07162ddea7f1a3)
[`6.21.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.21.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.21.0/repomatic-6.21.0-macos-arm64.bin),2026-05-25,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/464daa87c3125baf7c42f709c7be94208fe49e15ffcc623fee6bbc71a661a770)
[`6.21.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.21.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.21.0/repomatic-6.21.0-macos-x64.bin),2026-05-25,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/d636eea3500040ce618752655ce6803594952f385b617bc798d38f7f92f36605)
[`6.21.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.21.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.21.0/repomatic-6.21.0-windows-arm64.exe),2026-05-25,[{octicon}`shield;1em;sd-text-warning` 2.9%](https://www.virustotal.com/gui/file/dba230353629e5ace95288da78437c3b05b3df5d459b083d272e324d65502176)
[`6.21.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.21.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.21.0/repomatic-6.21.0-windows-x64.exe),2026-05-25,[{octicon}`shield;1em;sd-text-warning` 4.5%](https://www.virustotal.com/gui/file/b2fda6a3a8e9d36e747c4f778762c43bea547ee4f84d85b6e16c84cee7d6d030)
[`6.20.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.20.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.20.0/repomatic-6.20.0-linux-arm64.bin),2026-05-24,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/12199e5fe57eac18df18e6816d8583fbc80ddf74cb236733292de6793412e77f)
[`6.20.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.20.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.20.0/repomatic-6.20.0-linux-x64.bin),2026-05-24,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/dbf2f8b9e810a0dbfe9a86da78dad7115bdd49e913acd8ec35b9f4a6631b133d)
[`6.20.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.20.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.20.0/repomatic-6.20.0-macos-arm64.bin),2026-05-24,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/68556858cbc5ef425774234d324ab82a2589e64813367947a43177c6f9498867)
[`6.20.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.20.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.20.0/repomatic-6.20.0-macos-x64.bin),2026-05-24,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/c1dd7b9eb86388ebd1bb60ca09de751d0868896b95a592039bc811557bb89e20)
[`6.20.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.20.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.20.0/repomatic-6.20.0-windows-arm64.exe),2026-05-24,[{octicon}`shield;1em;sd-text-warning` 2.9%](https://www.virustotal.com/gui/file/3341110ee8619362c9a74d7f1b9847dfd314f0ae081bed891567cfbda33feb9f)
[`6.20.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.20.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.20.0/repomatic-6.20.0-windows-x64.exe),2026-05-24,[{octicon}`shield;1em;sd-text-warning` 3.2%](https://www.virustotal.com/gui/file/0e23f51e1ec64e1c476d522f0a0462b4451c24f7241645adfa26bc145d829f34)
[`6.19.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.19.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.19.0/repomatic-6.19.0-linux-arm64.bin),2026-05-21,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/88edccf3737fb1b814466377a215acc2f1a917bc76260e852fa919034941cb98)
[`6.19.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.19.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.19.0/repomatic-6.19.0-linux-x64.bin),2026-05-21,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/3504ca88e5a604029250bc349c9f1d7373e112d544d939f765495daf4d669b8d)
[`6.19.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.19.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.19.0/repomatic-6.19.0-macos-arm64.bin),2026-05-21,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/3fe8c44bb10efca19da8cf6a6e6ad78be39476bfbd1da956f45994d5c6325dfb)
[`6.19.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.19.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.19.0/repomatic-6.19.0-macos-x64.bin),2026-05-21,[{octicon}`shield;1em;sd-text-warning` 3.2%](https://www.virustotal.com/gui/file/b1e3403279e4ef97f1c546e46ec09bec27b7530ce19a4488f5105845ca702f59)
[`6.19.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.19.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.19.0/repomatic-6.19.0-windows-arm64.exe),2026-05-21,[{octicon}`shield;1em;sd-text-warning` 2.9%](https://www.virustotal.com/gui/file/b0028c48eb2b3aaba80476a7ac7e3d3d05be589258c6e994afa1ce7f690de182)
[`6.19.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.19.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.19.0/repomatic-6.19.0-windows-x64.exe),2026-05-21,[{octicon}`shield;1em;sd-text-warning` 7.0%](https://www.virustotal.com/gui/file/6e5dbb45cea230d2e77a583620dac882798ea2ba65018240c4eace50089a65ff)
[`6.18.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.4),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.4/repomatic-6.18.4-linux-arm64.bin),2026-05-14,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/69568554bad15e4d50e89b36b494773dd12b73fc0c3ad183334ea84265e58c92)
[`6.18.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.4),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.4/repomatic-6.18.4-linux-x64.bin),2026-05-14,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/1d313bc0d812830b32fa82b1bd23def157a73ad5a6193ab98c3ee1f95e3ce528)
[`6.18.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.4),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.4/repomatic-6.18.4-macos-arm64.bin),2026-05-14,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/e26a351bce52b3826293d2e1516400bf16ca125c299453d3a80a7fc7ee91b434)
[`6.18.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.4),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.4/repomatic-6.18.4-macos-x64.bin),2026-05-14,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/f43343c5e05ceaee341deb7d5a279b5e2f099b27879b0290ac90512ba3e824ad)
[`6.18.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.4),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.4/repomatic-6.18.4-windows-arm64.exe),2026-05-14,[{octicon}`shield;1em;sd-text-warning` 3.0%](https://www.virustotal.com/gui/file/b7e561022461d884374a83774b9c613cbfc703dae241fc995251963aacc158c7)
[`6.18.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.4),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.4/repomatic-6.18.4-windows-x64.exe),2026-05-14,[{octicon}`shield;1em;sd-text-warning` 7.1%](https://www.virustotal.com/gui/file/acf009514064da7e3c911922663915d008e0dc4c0279d763caecabc047aa1887)
[`6.18.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.3),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.3/repomatic-6.18.3-linux-arm64.bin),2026-05-11,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/8fd43675d0200cab10c55b1dbd33aa36448a110a3e394f8c33c094d1e3574413)
[`6.18.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.3),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.3/repomatic-6.18.3-linux-x64.bin),2026-05-11,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/e1e0e17a072e75981e3e8dab8accee4ff3c2bdd18cb54e0113ad513da5e1282c)
[`6.18.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.3),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.3/repomatic-6.18.3-macos-arm64.bin),2026-05-11,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/21888a11ee689a1455ca930909b5f95532d33fc42283c39088a820af9f425687)
[`6.18.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.3),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.3/repomatic-6.18.3-macos-x64.bin),2026-05-11,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/c0cea1326a767752a3e761ad66846ba57a0b2dc230d8510d462292b1fbb1e888)
[`6.18.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.3),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.3/repomatic-6.18.3-windows-arm64.exe),2026-05-11,[{octicon}`shield;1em;sd-text-warning` 1.5%](https://www.virustotal.com/gui/file/f47b1fcfbbe43d757f19bc3d6cd511aa141c5865dd7d77149f07981c9031c77e)
[`6.18.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.3),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.3/repomatic-6.18.3-windows-x64.exe),2026-05-11,[{octicon}`shield;1em;sd-text-warning` 8.5%](https://www.virustotal.com/gui/file/12fab37f28190ca09507106b6671c50d13566088957c114301459e9133f21615)
[`6.18.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.2),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.2/repomatic-6.18.2-linux-arm64.bin),2026-05-08,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/2ad16bf0873fb112f61ba285138400470f78a3bad8dbd203b66c2f1e81e9869d)
[`6.18.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.18.2),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.18.2/repomatic-6.18.2-linux-x64.bin),2026-05-08,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/028e2f9059e3417e59b17a65006e5f3c92855cd7bc57188dcbb8718cd2dcfe3a)
