Version,Platform,Released,VirusTotal
[`7.3.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.0/repomatic-7.3.0-macos-arm64.bin),2026-07-23,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/fd74df4124860be6d0846fddc91678d798a37b11cb51ae79d259703335d551e8)
[`7.3.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.0/repomatic-7.3.0-macos-x64.bin),2026-07-23,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/cea7255ee2120c0d75ea37c8a112ed3e4489028d22994a8281cee2841e73fc67)
[`7.3.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.0/repomatic-7.3.0-windows-arm64.exe),2026-07-23,[{octicon}`shield;1em;sd-text-warning` 4.5%](https://www.virustotal.com/gui/file/bbb1de1e89d9aa0cf5860c34d55aa2417fd605ded9acaa615896a5d6f373d2c6)
[`7.3.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.3.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.3.0/repomatic-7.3.0-windows-x64.exe),2026-07-23,[{octicon}`shield;1em;sd-text-danger` 21.7%](https://www.virustotal.com/gui/file/59a1a4478d69cfcdc63d012bf804136e4824fa85164568bd7febacdf5bf2af73)
[`7.2.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.2.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.2.0/repomatic-7.2.0-linux-arm64.bin),2026-07-16,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/a168275bc89f4faab2dd13720571925c034f56fe113bf0054622d0a27752f87c)
[`7.2.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.2.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.2.0/repomatic-7.2.0-linux-x64.bin),2026-07-16,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/9417746f4389c47301e9529678b1eebdb4b6f65224994db0a13c083468a97884)
[`7.2.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.2.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.2.0/repomatic-7.2.0-macos-arm64.bin),2026-07-16,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/59c9d6b23290346705c0de445883e53dfcb6c2f9cf11288dd1b620b35abb34a0)
[`7.2.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.2.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.2.0/repomatic-7.2.0-macos-x64.bin),2026-07-16,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/c7d65e854fc880ae10ec936e93a10b148920e91e56fe5e12afa9f97b9a794e15)
[`7.2.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.2.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.2.0/repomatic-7.2.0-windows-arm64.exe),2026-07-16,[{octicon}`shield;1em;sd-text-warning` 3.3%](https://www.virustotal.com/gui/file/fd5d8fa083865b05355c0e7ea3fc5a05662ffaeff91aa254f7282e26703eb531)
[`7.2.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.2.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.2.0/repomatic-7.2.0-windows-x64.exe),2026-07-16,[{octicon}`shield;1em;sd-text-danger` 29.4%](https://www.virustotal.com/gui/file/a68b9c2bb86c3c91bc3db27454c9a4972038276159df430dc6cc84152522fcb1)
[`7.1.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.1.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.1.0/repomatic-7.1.0-linux-arm64.bin),2026-07-08,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/68aa82e3607550386ff4f2508b89a01e2cd1d6af4eba1fda12e07e7e80094b42)
[`7.1.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.1.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.1.0/repomatic-7.1.0-linux-x64.bin),2026-07-08,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/655a35c6c1a6b5ddacc79f7335649c57775d7f698888b38fc6cbf97390868577)
[`7.1.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.1.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.1.0/repomatic-7.1.0-macos-arm64.bin),2026-07-08,[{octicon}`shield;1em;sd-text-warning` 3.3%](https://www.virustotal.com/gui/file/e8426c7d402446d216af619e979e97a3a0468723d0535e1b869c576bd5795743)
[`7.1.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.1.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.1.0/repomatic-7.1.0-macos-x64.bin),2026-07-08,[{octicon}`shield;1em;sd-text-warning` 1.9%](https://www.virustotal.com/gui/file/bd7f3276b6ec7bd7ef1c9917dc09b3e4121aba1d4d3b735f73206d9df8108e64)
[`7.1.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.1.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.1.0/repomatic-7.1.0-windows-arm64.exe),2026-07-08,[{octicon}`shield;1em;sd-text-warning` 3.0%](https://www.virustotal.com/gui/file/1d0733e96d308c097f527c9ef63e045e8fb0d3725d2d001815a7784d80de80aa)
[`7.1.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.1.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.1.0/repomatic-7.1.0-windows-x64.exe),2026-07-08,[{octicon}`shield;1em;sd-text-danger` 26.5%](https://www.virustotal.com/gui/file/8db7485245db555ebcf93aedcd52392bd6099a857b701bacc4398072d78b05dd)
[`7.0.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.0.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.0.0/repomatic-7.0.0-linux-arm64.bin),2026-07-02,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/75826ccdb464c890b2c9045a805d6d2635c74abcfb04677cb115812ef8a69767)
[`7.0.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.0.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.0.0/repomatic-7.0.0-linux-x64.bin),2026-07-02,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/fd2dcb6a362c6960da0122721a334e81ef2042f00b0401e76d30153146d88aff)
[`7.0.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.0.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.0.0/repomatic-7.0.0-macos-arm64.bin),2026-07-02,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/63c763ba49ee4b29c8e2b6cf059eee3dde32a66501d08ea3643e0691344f7c42)
[`7.0.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.0.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.0.0/repomatic-7.0.0-macos-x64.bin),2026-07-02,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/cd945b36ec836be399373ce30ce3427a42d37e6d78a5b62ba205508256b49524)
[`7.0.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.0.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v7.0.0/repomatic-7.0.0-windows-arm64.exe),2026-07-02,[{octicon}`shield;1em;sd-text-warning` 3.0%](https://www.virustotal.com/gui/file/db40ae96d71ac86a7b3351f95c3dee2c9c186255f0e38122f920a9d22c1be165)
[`7.0.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v7.0.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v7.0.0/repomatic-7.0.0-windows-x64.exe),2026-07-02,[{octicon}`shield;1em;sd-text-danger` 21.4%](https://www.virustotal.com/gui/file/ed131a06c56e445e085950bba1ca157b2fc047650608393775e6000f7a8167e4)
[`6.31.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.31.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.31.0/repomatic-6.31.0-linux-arm64.bin),2026-06-27,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/4a8cd1c91a410ce3cd782563a994bb7a1942bcff452e5faf09ca9a0800a26fd6)
[`6.31.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.31.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.31.0/repomatic-6.31.0-linux-x64.bin),2026-06-27,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/ce237f030021e8679ce7a3aa089cfc8ba609d313578df876da6964db0761de33)
[`6.31.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.31.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.31.0/repomatic-6.31.0-macos-arm64.bin),2026-06-27,[{octicon}`shield;1em;sd-text-warning` 1.6%](https://www.virustotal.com/gui/file/d0b8a64fbb9fd50ff63310ac95c5e092a8d96b1c0f3af404b3da80b9d47153cb)
[`6.31.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.31.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.31.0/repomatic-6.31.0-macos-x64.bin),2026-06-27,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/6eb700d55ba4f3a0d88626e95f5ca947ecba1cdf21ff51eb06ac28bda36e624f)
[`6.31.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.31.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.31.0/repomatic-6.31.0-windows-arm64.exe),2026-06-27,[{octicon}`shield;1em;sd-text-warning` 4.4%](https://www.virustotal.com/gui/file/8a2be191e442f38138c4121038dc26e63f6703c14a6a65a4f2f7901566a57e32)
[`6.31.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.31.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.31.0/repomatic-6.31.0-windows-x64.exe),2026-06-27,[{octicon}`shield;1em;sd-text-danger` 20.0%](https://www.virustotal.com/gui/file/c31f288789f754fd118f631bddf7aebb3e6b490a8854bc88839f98e9ee8d37d2)
[`6.30.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.30.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.30.0/repomatic-6.30.0-linux-arm64.bin),2026-06-24,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/8b3d82a295491b0cfa9e8f1141794288f705fd9bc5b98f9e8ddde94359d30e81)
[`6.30.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.30.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.30.0/repomatic-6.30.0-linux-x64.bin),2026-06-24,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/661418f811b644ab183ef214aeb7d0733d3c565f2da465d8dd19533b5a83946e)
[`6.30.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.30.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.30.0/repomatic-6.30.0-macos-arm64.bin),2026-06-24,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/ed96a49453fad606f5ad44d079cce98d7ca9606637820dae0bfbac6b42039276)
[`6.30.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.30.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.30.0/repomatic-6.30.0-macos-x64.bin),2026-06-24,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/145c703aebca1942fdedea63d51658a0f83bc28e64f174f529017a5d58521968)
[`6.30.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.30.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.30.0/repomatic-6.30.0-windows-x64.exe),2026-06-24,[{octicon}`shield;1em;sd-text-danger` 18.8%](https://www.virustotal.com/gui/file/cd4d1fcad43a5f8f9b33deb4b884c1f2d19fbd7657111056e397d3a005ffdb26)
[`6.29.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.29.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.29.0/repomatic-6.29.0-linux-arm64.bin),2026-06-22,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/ed377bfbc059d6439b78302f7f7c7a19834ad772e217a19cdb10a7df121f42da)
[`6.29.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.29.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.29.0/repomatic-6.29.0-linux-x64.bin),2026-06-22,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/13e5894f5d9c5db9fd82e1acbb39ccff0d6048dd6e336097ce02fafa9fe6b983)
[`6.29.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.29.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.29.0/repomatic-6.29.0-macos-arm64.bin),2026-06-22,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/f66d9eb6a354b99d86da0e4c097b098fb536929854542d0fbf2d3bb6f1c86f6e)
[`6.29.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.29.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.29.0/repomatic-6.29.0-macos-x64.bin),2026-06-22,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/562aeb6975228124de5cd3a3d11a61797f0f989dc8500df28710e8c19e619d21)
[`6.29.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.29.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.29.0/repomatic-6.29.0-windows-arm64.exe),2026-06-22,[{octicon}`shield;1em;sd-text-warning` 4.5%](https://www.virustotal.com/gui/file/1d0d06245920501a7e85e36342346b642c8634a28dfb8e5555883436a285ea50)
[`6.29.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.29.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.29.0/repomatic-6.29.0-windows-x64.exe),2026-06-22,[{octicon}`shield;1em;sd-text-danger` 25.0%](https://www.virustotal.com/gui/file/8d47575aa2002b6b0399bfa9fa46366bfbaba02178029f451ed90c16f6f141d3)
[`6.28.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.1),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.1/repomatic-6.28.1-linux-arm64.bin),2026-06-19,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/6299fa802b0ac43aed658a8a34b8ba68b8784b1f640915b1a6b8279b41bcc615)
[`6.28.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.1),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.1/repomatic-6.28.1-linux-x64.bin),2026-06-19,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/a2fe92cc5a4142b7bd1ed623d05738d29232b6d23af6487b20c6fadb35088657)
[`6.28.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.1),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.1/repomatic-6.28.1-macos-arm64.bin),2026-06-19,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/7a6533f64a94c6233865e35b2a0cb1e1481442a83342d171d22ba0df7658b5ba)
[`6.28.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.1),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.1/repomatic-6.28.1-macos-x64.bin),2026-06-19,[{octicon}`shield;1em;sd-text-warning` 1.7%](https://www.virustotal.com/gui/file/2fae5f2732161e046a82971a32427216a423c0446bb41268b39898335550ebf2)
[`6.28.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.1),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.1/repomatic-6.28.1-windows-arm64.exe),2026-06-19,[{octicon}`shield;1em;sd-text-warning` 4.6%](https://www.virustotal.com/gui/file/0845a34280ae03b6e3dcb5becbf70165f0c67f2a2deab53b62764354b5fb5316)
[`6.28.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.1),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.1/repomatic-6.28.1-windows-x64.exe),2026-06-19,[{octicon}`shield;1em;sd-text-danger` 17.4%](https://www.virustotal.com/gui/file/c7dff27444ec6569e91d47b6885800dbd6ea8759ad10a7a482f803aeef12ff14)
[`6.28.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.0/repomatic-6.28.0-linux-arm64.bin),2026-06-19,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/22875eb52255d22c8471dbe7a06f3d2ed8a0fc09092e1b5759646943d69311c5)
[`6.28.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.0/repomatic-6.28.0-linux-x64.bin),2026-06-19,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/b2ff2d13369240470d68e44582e9602ec121e77c6426103be90f516d6afe3878)
[`6.28.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.0/repomatic-6.28.0-macos-arm64.bin),2026-06-19,[{octicon}`shield;1em;sd-text-warning` 2.4%](https://www.virustotal.com/gui/file/d275f8ffb61900e5236a825e0070498fba5f8173e3ea786287ed0de791a73c79)
[`6.28.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.0/repomatic-6.28.0-macos-x64.bin),2026-06-19,[{octicon}`shield-check;1em;sd-text-success`](https://www.virustotal.com/gui/file/6eb21635a747a3f06eb7010bbf256039c88ddb4ec90ee2fb04e21089ad054416)
[`6.28.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.0),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.0/repomatic-6.28.0-windows-arm64.exe),2026-06-19,[{octicon}`shield;1em;sd-text-warning` 4.5%](https://www.virustotal.com/gui/file/a4262828965c5f05da780fd343d3ab874a349c617f9efcc3adf6a386f1acf3a7)
[`6.28.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v6.28.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v6.28.0/repomatic-6.28.0-windows-x64.exe),2026-06-19,[{octicon}`shield;1em;sd-text-danger` 17.1%](https://www.virustotal.com/gui/file/7a542fef36155e09aad1bd263af27c991a621d124eab7e63fbe96a749898690f)
